지역,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
광주 동구,324115,서석동,2019022520,0.005,1,0.054,0.028,112,74,광주 동구 서남로 1
광주 동구,324115,서석동,2019022521,0.003,0.9,0.043,0.025,106,70,광주 동구 서남로 1
광주 동구,324115,서석동,2019022522,0.003,0.8,0.039,0.025,89,63,광주 동구 서남로 1
광주 동구,324115,서석동,2019022523,0.003,0.9,0.023,0.041,89,58,광주 동구 서남로 1
광주 동구,324115,서석동,2019022524,0.003,1,0.016,0.046,89,59,광주 동구 서남로 1
광주 동구,324115,서석동,2019022601,0.003,1,0.011,0.045,90,62,광주 동구 서남로 1
광주 동구,324115,서석동,2019022602,0.002,0.9,0.009,0.042,84,59,광주 동구 서남로 1
광주 동구,324115,서석동,2019022603,0.002,0.9,0.007,0.04,83,57,광주 동구 서남로 1
광주 동구,324115,서석동,2019022604,0.002,0.9,0.008,0.037,78,50,광주 동구 서남로 1
광주 동구,324115,서석동,2019022605,0.003,0.9,0.006,0.04,69,48,광주 동구 서남로 1
광주 동구,324115,서석동,2019022606,0.003,0.9,0.005,0.041,68,44,광주 동구 서남로 1
광주 동구,324115,서석동,2019022607,0.003,0.8,0.006,0.043,74,47,광주 동구 서남로 1
광주 동구,324115,서석동,2019022608,0.004,0.8,0.007,0.044,59,33,광주 동구 서남로 1
광주 동구,324115,서석동,2019022609,0.003,1,0.005,0.049,69,31,광주 동구 서남로 1
광주 동구,324115,서석동,2019022610,0.004,0.6,0.026,0.026,82,39,광주 동구 서남로 1
광주 동구,324115,서석동,2019022611,0.003,0.5,0.032,0.021,58,25,광주 동구 서남로 1
광주 동구,324115,서석동,2019022612,0.004,0.6,0.028,0.025,54,23,광주 동구 서남로 1
광주 동구,324115,서석동,2019022613,0.003,0.5,0.034,0.02,56,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019022614,0.003,0.4,0.041,0.015,50,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019022615,0.002,0.4,0.044,0.015,39,15,광주 동구 서남로 1
광주 동구,324115,서석동,2019022616,0.002,0.4,0.042,0.016,31,13,광주 동구 서남로 1
광주 동구,324115,서석동,2019022617,0.003,0.4,0.04,0.017,38,13,광주 동구 서남로 1
광주 동구,324115,서석동,2019022618,0.003,0.5,0.035,0.022,38,17,광주 동구 서남로 1
광주 동구,324115,서석동,2019022619,0.003,0.6,0.025,0.033,49,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019022620,0.003,0.8,0.018,0.041,57,23,광주 동구 서남로 1
광주 동구,324115,서석동,2019022621,0.003,0.8,0.006,0.051,71,40,광주 동구 서남로 1
광주 동구,324115,서석동,2019022622,0.003,0.7,0.005,0.046,72,39,광주 동구 서남로 1
광주 동구,324115,서석동,2019022623,0.003,0.7,0.007,0.044,60,30,광주 동구 서남로 1
광주 동구,324115,서석동,2019022624,0.003,0.7,0.009,0.04,66,39,광주 동구 서남로 1
광주 동구,324115,서석동,2019022701,0.003,0.7,0.005,0.043,65,36,광주 동구 서남로 1
광주 동구,324115,서석동,2019022702,0.003,0.7,0.006,0.039,66,39,광주 동구 서남로 1
광주 동구,324115,서석동,2019022703,0.003,0.7,0.008,0.034,63,35,광주 동구 서남로 1
광주 동구,324115,서석동,2019022704,0.003,0.7,0.008,0.034,60,35,광주 동구 서남로 1
광주 동구,324115,서석동,2019022705,0.003,0.7,0.013,0.031,58,36,광주 동구 서남로 1
광주 동구,324115,서석동,2019022706,0.003,0.6,0.02,0.021,62,36,광주 동구 서남로 1
광주 동구,324115,서석동,2019022707,0.002,0.6,0.012,0.027,60,35,광주 동구 서남로 1
광주 동구,324115,서석동,2019022708,0.003,0.7,0.004,0.039,63,36,광주 동구 서남로 1
광주 동구,324115,서석동,2019022709,0.002,0.7,0.005,0.039,59,40,광주 동구 서남로 1
광주 동구,324115,서석동,2019022710,0.002,0.7,0.012,0.033,63,42,광주 동구 서남로 1
광주 동구,324115,서석동,2019022711,,,,,,,광주 동구 서남로 1
광주 동구,324115,서석동,2019022712,,,,,,,광주 동구 서남로 1
광주 동구,324115,서석동,2019022713,,,,,,,광주 동구 서남로 1
광주 동구,324115,서석동,2019022714,0.003,0.4,0.049,0.017,69,44,광주 동구 서남로 1
광주 동구,324115,서석동,2019022715,0.003,0.4,0.048,0.019,47,25,광주 동구 서남로 1
광주 동구,324115,서석동,2019022716,0.002,0.4,0.046,0.021,48,26,광주 동구 서남로 1
광주 동구,324115,서석동,2019022717,0.002,0.5,0.026,0.041,45,32,광주 동구 서남로 1
광주 동구,324115,서석동,2019022718,0.002,0.5,0.021,0.043,51,31,광주 동구 서남로 1
광주 동구,324115,서석동,2019022719,0.002,0.9,0.011,0.051,50,34,광주 동구 서남로 1
광주 동구,324115,서석동,2019022720,0.002,0.6,0.026,0.034,51,40,광주 동구 서남로 1
광주 동구,324115,서석동,2019022721,0.002,0.5,0.031,0.024,56,41,광주 동구 서남로 1
광주 동구,324115,서석동,2019022722,0.002,0.5,0.023,0.026,53,43,광주 동구 서남로 1
광주 동구,324115,서석동,2019022723,0.002,0.5,0.022,0.023,64,45,광주 동구 서남로 1
광주 동구,324115,서석동,2019022724,0.002,0.6,0.016,0.029,58,43,광주 동구 서남로 1
광주 동구,324115,서석동,2019022801,0.002,0.6,0.017,0.026,73,55,광주 동구 서남로 1
광주 동구,324115,서석동,2019022802,0.002,0.6,0.022,0.024,69,54,광주 동구 서남로 1
광주 동구,324115,서석동,2019022803,0.002,0.5,0.021,0.022,71,49,광주 동구 서남로 1
광주 동구,324115,서석동,2019022804,0.002,0.6,0.021,0.021,79,57,광주 동구 서남로 1
광주 동구,324115,서석동,2019022805,0.002,0.4,0.032,0.014,71,59,광주 동구 서남로 1
광주 동구,324115,서석동,2019022806,0.002,0.4,0.031,0.017,74,53,광주 동구 서남로 1
광주 동구,324115,서석동,2019022807,0.002,0.5,0.03,0.021,74,58,광주 동구 서남로 1
광주 동구,324115,서석동,2019022808,0.003,0.5,0.024,0.029,71,53,광주 동구 서남로 1
광주 동구,324115,서석동,2019022809,0.004,0.5,0.028,0.028,77,58,광주 동구 서남로 1
광주 동구,324115,서석동,2019022810,0.004,0.5,0.037,0.023,82,52,광주 동구 서남로 1
광주 동구,324115,서석동,2019022811,0.004,0.5,0.042,0.021,71,49,광주 동구 서남로 1
광주 동구,324115,서석동,2019022812,0.004,0.4,0.048,0.016,67,38,광주 동구 서남로 1
광주 동구,324115,서석동,2019022813,0.003,0.4,0.056,0.015,58,35,광주 동구 서남로 1
광주 동구,324115,서석동,2019022814,0.003,0.5,0.063,0.015,66,36,광주 동구 서남로 1
광주 동구,324115,서석동,2019022815,0.003,0.5,0.061,0.024,71,49,광주 동구 서남로 1
광주 동구,324115,서석동,2019022816,0.003,0.7,0.064,0.025,90,60,광주 동구 서남로 1
광주 동구,324115,서석동,2019022817,0.004,0.7,0.058,0.027,121,85,광주 동구 서남로 1
광주 동구,324115,서석동,2019022818,0.005,0.9,0.06,0.029,130,82,광주 동구 서남로 1
광주 동구,324115,서석동,2019022819,0.005,1,0.059,0.032,168,126,광주 동구 서남로 1
광주 동구,324115,서석동,2019022820,0.005,1,0.057,0.03,189,133,광주 동구 서남로 1
광주 동구,324115,서석동,2019022821,0.006,1,0.053,0.034,186,138,광주 동구 서남로 1
광주 동구,324115,서석동,2019022822,0.006,1.1,0.042,0.044,197,147,광주 동구 서남로 1
광주 동구,324115,서석동,2019022823,0.004,1.2,0.023,0.057,199,146,광주 동구 서남로 1
광주 동구,324115,서석동,2019022824,0.004,1.1,0.021,0.05,195,143,광주 동구 서남로 1
지역,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
광주 동구,324115,서석동,2019030101,0.003,1.1,0.032,0.038,184,137,광주 동구 서남로 1
광주 동구,324115,서석동,2019030102,0.003,1.1,0.028,0.036,184,140,광주 동구 서남로 1
광주 동구,324115,서석동,2019030103,0.003,1.2,0.02,0.038,186,146,광주 동구 서남로 1
광주 동구,324115,서석동,2019030104,0.003,1.2,0.019,0.037,201,157,광주 동구 서남로 1
광주 동구,324115,서석동,2019030105,0.003,1.2,0.026,0.033,199,160,광주 동구 서남로 1
광주 동구,324115,서석동,2019030106,0.002,1.2,0.013,0.039,214,167,광주 동구 서남로 1
광주 동구,324115,서석동,2019030107,0.002,1.3,0.005,0.046,210,164,광주 동구 서남로 1
광주 동구,324115,서석동,2019030108,0.003,1.4,0.004,0.052,211,164,광주 동구 서남로 1
광주 동구,324115,서석동,2019030109,0.003,1.4,0.007,0.054,219,177,광주 동구 서남로 1
광주 동구,324115,서석동,2019030110,0.004,1.5,0.013,0.06,227,180,광주 동구 서남로 1
광주 동구,324115,서석동,2019030111,0.004,1.3,0.026,0.052,239,181,광주 동구 서남로 1
광주 동구,324115,서석동,2019030112,0.005,1.2,0.035,0.048,218,171,광주 동구 서남로 1
광주 동구,324115,서석동,2019030113,0.005,0.9,0.056,0.03,196,143,광주 동구 서남로 1
광주 동구,324115,서석동,2019030114,0.004,0.7,0.068,0.019,147,103,광주 동구 서남로 1
광주 동구,324115,서석동,2019030115,0.004,0.6,0.069,0.017,108,67,광주 동구 서남로 1
광주 동구,324115,서석동,2019030116,0.004,0.6,0.07,0.018,93,50,광주 동구 서남로 1
광주 동구,324115,서석동,2019030117,0.004,0.6,0.068,0.019,112,62,광주 동구 서남로 1
광주 동구,324115,서석동,2019030118,0.004,0.7,0.063,0.024,114,62,광주 동구 서남로 1
광주 동구,324115,서석동,2019030119,0.004,0.7,0.054,0.029,120,67,광주 동구 서남로 1
광주 동구,324115,서석동,2019030120,0.004,0.8,0.051,0.029,111,60,광주 동구 서남로 1
광주 동구,324115,서석동,2019030121,0.004,0.9,0.044,0.035,117,62,광주 동구 서남로 1
광주 동구,324115,서석동,2019030122,0.004,0.9,0.032,0.044,124,68,광주 동구 서남로 1
광주 동구,324115,서석동,2019030123,0.003,0.7,0.056,0.02,116,65,광주 동구 서남로 1
광주 동구,324115,서석동,2019030124,0.003,0.6,0.06,0.016,104,56,광주 동구 서남로 1
광주 동구,324115,서석동,2019030201,0.003,0.7,0.055,0.019,104,58,광주 동구 서남로 1
광주 동구,324115,서석동,2019030202,0.003,0.8,0.039,0.027,101,57,광주 동구 서남로 1
광주 동구,324115,서석동,2019030203,0.003,0.8,0.031,0.028,111,59,광주 동구 서남로 1
광주 동구,324115,서석동,2019030204,0.003,0.7,0.039,0.02,102,59,광주 동구 서남로 1
광주 동구,324115,서석동,2019030205,0.003,0.7,0.033,0.022,98,60,광주 동구 서남로 1
광주 동구,324115,서석동,2019030206,0.003,0.8,0.023,0.03,93,59,광주 동구 서남로 1
광주 동구,324115,서석동,2019030207,0.003,0.8,0.011,0.044,96,63,광주 동구 서남로 1
광주 동구,324115,서석동,2019030208,0.003,0.9,0.008,0.051,93,60,광주 동구 서남로 1
광주 동구,324115,서석동,2019030209,0.003,0.9,0.02,0.044,102,63,광주 동구 서남로 1
광주 동구,324115,서석동,2019030210,0.004,1,0.014,0.055,104,65,광주 동구 서남로 1
광주 동구,324115,서석동,2019030211,0.004,0.9,0.023,0.049,127,77,광주 동구 서남로 1
광주 동구,324115,서석동,2019030212,0.003,0.8,0.038,0.035,120,76,광주 동구 서남로 1
광주 동구,324115,서석동,2019030213,0.004,0.6,0.055,0.024,113,73,광주 동구 서남로 1
광주 동구,324115,서석동,2019030214,0.003,0.5,0.064,0.017,98,63,광주 동구 서남로 1
광주 동구,324115,서석동,2019030215,0.003,0.5,0.068,0.015,83,51,광주 동구 서남로 1
광주 동구,324115,서석동,2019030216,0.003,0.5,0.064,0.022,79,48,광주 동구 서남로 1
광주 동구,324115,서석동,2019030217,0.003,0.5,0.064,0.024,90,52,광주 동구 서남로 1
광주 동구,324115,서석동,2019030218,0.004,0.6,0.067,0.022,92,54,광주 동구 서남로 1
광주 동구,324115,서석동,2019030219,0.004,0.6,0.067,0.022,93,56,광주 동구 서남로 1
광주 동구,324115,서석동,2019030220,0.004,0.6,0.062,0.023,91,55,광주 동구 서남로 1
광주 동구,324115,서석동,2019030221,0.004,0.6,0.059,0.022,89,57,광주 동구 서남로 1
광주 동구,324115,서석동,2019030222,0.004,0.6,0.057,0.021,87,51,광주 동구 서남로 1
광주 동구,324115,서석동,2019030223,0.003,0.5,0.051,0.021,81,49,광주 동구 서남로 1
광주 동구,324115,서석동,2019030224,0.003,0.5,0.049,0.02,76,43,광주 동구 서남로 1
광주 동구,324115,서석동,2019030301,0.003,0.7,0.037,0.029,67,39,광주 동구 서남로 1
광주 동구,324115,서석동,2019030302,0.003,0.7,0.034,0.028,83,51,광주 동구 서남로 1
광주 동구,324115,서석동,2019030303,0.003,0.6,0.032,0.026,72,46,광주 동구 서남로 1
광주 동구,324115,서석동,2019030304,0.003,0.6,0.034,0.023,73,41,광주 동구 서남로 1
광주 동구,324115,서석동,2019030305,0.003,0.6,0.034,0.025,76,48,광주 동구 서남로 1
광주 동구,324115,서석동,2019030306,0.003,0.6,0.029,0.023,75,44,광주 동구 서남로 1
광주 동구,324115,서석동,2019030307,0.002,0.6,0.017,0.035,66,42,광주 동구 서남로 1
광주 동구,324115,서석동,2019030308,0.002,0.7,0.005,0.047,69,39,광주 동구 서남로 1
광주 동구,324115,서석동,2019030309,0.003,0.8,0.01,0.045,72,40,광주 동구 서남로 1
광주 동구,324115,서석동,2019030310,0.003,0.8,0.022,0.041,85,47,광주 동구 서남로 1
광주 동구,324115,서석동,2019030311,0.003,0.8,0.027,0.041,94,57,광주 동구 서남로 1
광주 동구,324115,서석동,2019030312,0.003,0.7,0.034,0.036,98,61,광주 동구 서남로 1
광주 동구,324115,서석동,2019030313,0.003,0.6,0.045,0.029,95,61,광주 동구 서남로 1
광주 동구,324115,서석동,2019030314,0.003,0.6,0.054,0.021,90,56,광주 동구 서남로 1
광주 동구,324115,서석동,2019030315,0.003,0.5,0.056,0.021,87,48,광주 동구 서남로 1
광주 동구,324115,서석동,2019030316,0.003,0.6,0.053,0.025,85,52,광주 동구 서남로 1
광주 동구,324115,서석동,2019030317,0.003,0.6,0.052,0.027,84,57,광주 동구 서남로 1
광주 동구,324115,서석동,2019030318,0.003,0.6,0.05,0.029,89,56,광주 동구 서남로 1
광주 동구,324115,서석동,2019030319,0.003,0.7,0.047,0.03,101,61,광주 동구 서남로 1
광주 동구,324115,서석동,2019030320,0.003,0.7,0.048,0.028,123,90,광주 동구 서남로 1
광주 동구,324115,서석동,2019030321,0.003,0.8,0.037,0.039,132,94,광주 동구 서남로 1
광주 동구,324115,서석동,2019030322,0.003,0.7,0.044,0.029,132,91,광주 동구 서남로 1
광주 동구,324115,서석동,2019030323,0.003,0.7,0.045,0.027,128,92,광주 동구 서남로 1
광주 동구,324115,서석동,2019030324,0.002,0.6,0.044,0.022,120,83,광주 동구 서남로 1
광주 동구,324115,서석동,2019030401,0.002,0.6,0.043,0.019,102,74,광주 동구 서남로 1
광주 동구,324115,서석동,2019030402,0.002,0.6,0.036,0.021,89,62,광주 동구 서남로 1
광주 동구,324115,서석동,2019030403,0.002,0.6,0.043,0.015,88,63,광주 동구 서남로 1
광주 동구,324115,서석동,2019030404,0.002,0.6,0.036,0.017,79,59,광주 동구 서남로 1
광주 동구,324115,서석동,2019030405,0.002,0.6,0.033,0.018,75,57,광주 동구 서남로 1
광주 동구,324115,서석동,2019030406,0.003,0.7,0.031,0.023,78,55,광주 동구 서남로 1
광주 동구,324115,서석동,2019030407,0.003,0.7,0.032,0.033,94,69,광주 동구 서남로 1
광주 동구,324115,서석동,2019030408,0.003,0.8,0.022,0.038,127,87,광주 동구 서남로 1
광주 동구,324115,서석동,2019030409,0.003,0.8,0.035,0.031,129,93,광주 동구 서남로 1
광주 동구,324115,서석동,2019030410,0.003,0.8,0.042,0.029,145,107,광주 동구 서남로 1
광주 동구,324115,서석동,2019030411,0.003,0.9,0.048,0.029,154,107,광주 동구 서남로 1
광주 동구,324115,서석동,2019030412,0.004,0.9,0.06,0.027,173,120,광주 동구 서남로 1
광주 동구,324115,서석동,2019030413,0.005,0.9,0.075,0.021,190,125,광주 동구 서남로 1
광주 동구,324115,서석동,2019030414,0.005,0.9,0.077,0.02,191,128,광주 동구 서남로 1
광주 동구,324115,서석동,2019030415,0.005,0.9,0.078,0.023,189,115,광주 동구 서남로 1
광주 동구,324115,서석동,2019030416,0.006,0.9,0.077,0.025,183,119,광주 동구 서남로 1
광주 동구,324115,서석동,2019030417,0.005,1,0.072,0.027,193,124,광주 동구 서남로 1
광주 동구,324115,서석동,2019030418,0.005,1,0.067,0.031,195,132,광주 동구 서남로 1
광주 동구,324115,서석동,2019030419,0.004,1.1,0.059,0.036,200,138,광주 동구 서남로 1
광주 동구,324115,서석동,2019030420,0.004,1,0.059,0.033,190,132,광주 동구 서남로 1
광주 동구,324115,서석동,2019030421,0.004,1,0.057,0.033,181,128,광주 동구 서남로 1
광주 동구,324115,서석동,2019030422,0.004,1,0.049,0.037,178,124,광주 동구 서남로 1
광주 동구,324115,서석동,2019030423,0.003,1.1,0.032,0.048,176,124,광주 동구 서남로 1
광주 동구,324115,서석동,2019030424,0.003,1.1,0.033,0.039,175,124,광주 동구 서남로 1
광주 동구,324115,서석동,2019030501,0.003,1.1,0.037,0.033,172,118,광주 동구 서남로 1
광주 동구,324115,서석동,2019030502,0.002,1.1,0.034,0.03,170,117,광주 동구 서남로 1
광주 동구,324115,서석동,2019030503,0.002,1.1,0.032,0.029,166,121,광주 동구 서남로 1
광주 동구,324115,서석동,2019030504,0.002,1.1,0.035,0.026,169,122,광주 동구 서남로 1
광주 동구,324115,서석동,2019030505,0.002,1.1,0.028,0.028,184,128,광주 동구 서남로 1
광주 동구,324115,서석동,2019030506,0.002,1.1,0.019,0.036,188,138,광주 동구 서남로 1
광주 동구,324115,서석동,2019030507,0.002,1.2,0.006,0.059,190,134,광주 동구 서남로 1
광주 동구,324115,서석동,2019030508,0.002,1.2,0.004,0.053,186,137,광주 동구 서남로 1
광주 동구,324115,서석동,2019030509,0.003,1.3,0.006,0.06,195,141,광주 동구 서남로 1
광주 동구,324115,서석동,2019030510,0.003,1.5,0.007,0.065,210,148,광주 동구 서남로 1
광주 동구,324115,서석동,2019030511,0.003,1.5,0.009,0.071,225,157,광주 동구 서남로 1
광주 동구,324115,서석동,2019030512,0.003,1.3,0.013,0.072,228,160,광주 동구 서남로 1
광주 동구,324115,서석동,2019030513,0.003,1.1,0.024,0.07,220,151,광주 동구 서남로 1
광주 동구,324115,서석동,2019030514,0.003,1,0.036,0.057,200,136,광주 동구 서남로 1
광주 동구,324115,서석동,2019030515,0.004,0.9,0.041,0.052,183,123,광주 동구 서남로 1
광주 동구,324115,서석동,2019030516,0.004,0.9,0.047,0.047,183,121,광주 동구 서남로 1
광주 동구,324115,서석동,2019030517,0.004,0.9,0.045,0.049,174,117,광주 동구 서남로 1
광주 동구,324115,서석동,2019030518,0.004,0.9,0.048,0.047,173,116,광주 동구 서남로 1
광주 동구,324115,서석동,2019030519,0.004,0.9,0.056,0.037,170,111,광주 동구 서남로 1
광주 동구,324115,서석동,2019030520,0.003,0.9,0.036,0.052,165,108,광주 동구 서남로 1
광주 동구,324115,서석동,2019030521,0.003,0.9,0.036,0.044,170,111,광주 동구 서남로 1
광주 동구,324115,서석동,2019030522,0.003,1,0.03,0.049,164,111,광주 동구 서남로 1
광주 동구,324115,서석동,2019030523,0.003,1,0.029,0.044,174,116,광주 동구 서남로 1
광주 동구,324115,서석동,2019030524,0.003,0.9,0.031,0.036,174,116,광주 동구 서남로 1
광주 동구,324115,서석동,2019030601,0.003,0.9,0.037,0.028,170,116,광주 동구 서남로 1
광주 동구,324115,서석동,2019030602,0.003,0.9,0.036,0.028,162,110,광주 동구 서남로 1
광주 동구,324115,서석동,2019030603,0.003,0.9,0.033,0.028,145,106,광주 동구 서남로 1
광주 동구,324115,서석동,2019030604,0.003,1,0.026,0.033,144,101,광주 동구 서남로 1
광주 동구,324115,서석동,2019030605,0.003,0.9,0.028,0.029,153,107,광주 동구 서남로 1
광주 동구,324115,서석동,2019030606,0.002,0.6,0.038,0.019,165,118,광주 동구 서남로 1
광주 동구,324115,서석동,2019030607,0.002,0.7,0.018,0.036,87,61,광주 동구 서남로 1
광주 동구,324115,서석동,2019030608,0.002,0.7,0.032,0.034,95,67,광주 동구 서남로 1
광주 동구,324115,서석동,2019030609,0.002,0.6,0.032,0.04,100,69,광주 동구 서남로 1
광주 동구,324115,서석동,2019030610,0.002,0.7,0.022,0.047,81,55,광주 동구 서남로 1
광주 동구,324115,서석동,2019030611,0.003,1.1,0.011,0.06,73,44,광주 동구 서남로 1
광주 동구,324115,서석동,2019030612,,,,,161,115,광주 동구 서남로 1
광주 동구,324115,서석동,2019030613,,,,,148,103,광주 동구 서남로 1
광주 동구,324115,서석동,2019030614,0.002,0.5,0.062,0.016,69,44,광주 동구 서남로 1
광주 동구,324115,서석동,2019030615,0.002,0.5,0.061,0.018,66,42,광주 동구 서남로 1
광주 동구,324115,서석동,2019030616,0.002,0.5,0.062,0.018,78,48,광주 동구 서남로 1
광주 동구,324115,서석동,2019030617,0.004,0.6,0.07,0.022,90,52,광주 동구 서남로 1
광주 동구,324115,서석동,2019030618,0.004,0.7,0.07,0.025,130,79,광주 동구 서남로 1
광주 동구,324115,서석동,2019030619,0.003,0.8,0.065,0.028,150,101,광주 동구 서남로 1
광주 동구,324115,서석동,2019030620,0.004,0.7,0.072,0.021,151,104,광주 동구 서남로 1
광주 동구,324115,서석동,2019030621,0.004,0.7,0.069,0.02,132,92,광주 동구 서남로 1
광주 동구,324115,서석동,2019030622,0.003,0.7,0.065,0.021,131,88,광주 동구 서남로 1
광주 동구,324115,서석동,2019030623,0.003,0.7,0.056,0.02,132,87,광주 동구 서남로 1
광주 동구,324115,서석동,2019030624,0.002,0.7,0.049,0.017,133,89,광주 동구 서남로 1
광주 동구,324115,서석동,2019030701,0.002,0.7,0.049,0.014,113,81,광주 동구 서남로 1
광주 동구,324115,서석동,2019030702,0.002,0.7,0.05,0.013,88,69,광주 동구 서남로 1
광주 동구,324115,서석동,2019030703,0.002,0.7,0.051,0.012,86,63,광주 동구 서남로 1
광주 동구,324115,서석동,2019030704,0.002,0.8,0.05,0.013,90,66,광주 동구 서남로 1
광주 동구,324115,서석동,2019030705,0.002,0.9,0.05,0.013,98,74,광주 동구 서남로 1
광주 동구,324115,서석동,2019030706,0.002,1,0.046,0.016,114,82,광주 동구 서남로 1
광주 동구,324115,서석동,2019030707,0.002,1,0.036,0.023,112,86,광주 동구 서남로 1
광주 동구,324115,서석동,2019030708,0.002,0.9,0.028,0.03,112,78,광주 동구 서남로 1
광주 동구,324115,서석동,2019030709,0.002,0.8,0.023,0.033,98,68,광주 동구 서남로 1
광주 동구,324115,서석동,2019030710,0.002,0.8,0.03,0.027,89,54,광주 동구 서남로 1
광주 동구,324115,서석동,2019030711,0.002,0.7,0.037,0.02,87,55,광주 동구 서남로 1
광주 동구,324115,서석동,2019030712,0.002,0.6,0.041,0.019,80,46,광주 동구 서남로 1
광주 동구,324115,서석동,2019030713,0.002,0.6,0.048,0.015,69,44,광주 동구 서남로 1
광주 동구,324115,서석동,2019030714,0.002,0.6,0.048,0.017,63,41,광주 동구 서남로 1
광주 동구,324115,서석동,2019030715,0.002,0.5,0.049,0.016,58,36,광주 동구 서남로 1
광주 동구,324115,서석동,2019030716,0.002,0.5,0.049,0.016,52,27,광주 동구 서남로 1
광주 동구,324115,서석동,2019030717,0.002,0.5,0.048,0.018,52,30,광주 동구 서남로 1
광주 동구,324115,서석동,2019030718,0.002,0.5,0.047,0.019,48,26,광주 동구 서남로 1
광주 동구,324115,서석동,2019030719,0.002,0.6,0.042,0.024,49,29,광주 동구 서남로 1
광주 동구,324115,서석동,2019030720,0.002,0.6,0.037,0.026,51,30,광주 동구 서남로 1
광주 동구,324115,서석동,2019030721,0.002,0.6,0.034,0.027,58,33,광주 동구 서남로 1
광주 동구,324115,서석동,2019030722,0.002,0.5,0.038,0.022,56,33,광주 동구 서남로 1
광주 동구,324115,서석동,2019030723,0.002,0.5,0.035,0.022,57,32,광주 동구 서남로 1
광주 동구,324115,서석동,2019030724,0.002,0.5,0.029,0.027,55,27,광주 동구 서남로 1
광주 동구,324115,서석동,2019030801,0.002,0.7,0.018,0.031,54,28,광주 동구 서남로 1
광주 동구,324115,서석동,2019030802,0.002,0.7,0.019,0.025,53,28,광주 동구 서남로 1
광주 동구,324115,서석동,2019030803,0.002,0.7,0.017,0.023,51,32,광주 동구 서남로 1
광주 동구,324115,서석동,2019030804,0.002,0.6,0.017,0.022,54,32,광주 동구 서남로 1
광주 동구,324115,서석동,2019030805,0.002,0.6,0.011,0.025,51,29,광주 동구 서남로 1
광주 동구,324115,서석동,2019030806,0.002,0.6,0.013,0.023,53,34,광주 동구 서남로 1
광주 동구,324115,서석동,2019030807,0.002,0.6,0.011,0.028,53,33,광주 동구 서남로 1
광주 동구,324115,서석동,2019030808,0.002,0.6,0.006,0.034,50,32,광주 동구 서남로 1
광주 동구,324115,서석동,2019030809,0.002,0.7,0.009,0.034,60,36,광주 동구 서남로 1
광주 동구,324115,서석동,2019030810,0.003,0.8,0.012,0.037,64,42,광주 동구 서남로 1
광주 동구,324115,서석동,2019030811,0.003,0.9,0.012,0.049,74,45,광주 동구 서남로 1
광주 동구,324115,서석동,2019030812,0.002,0.7,0.02,0.045,95,55,광주 동구 서남로 1
광주 동구,324115,서석동,2019030813,0.002,0.6,0.026,0.039,73,41,광주 동구 서남로 1
광주 동구,324115,서석동,2019030814,0.002,0.5,0.039,0.029,64,36,광주 동구 서남로 1
광주 동구,324115,서석동,2019030815,0.002,0.4,0.046,0.024,48,24,광주 동구 서남로 1
광주 동구,324115,서석동,2019030816,0.002,0.4,0.049,0.021,32,15,광주 동구 서남로 1
광주 동구,324115,서석동,2019030817,0.002,0.4,0.053,0.019,27,9,광주 동구 서남로 1
광주 동구,324115,서석동,2019030818,0.002,0.5,0.044,0.022,31,17,광주 동구 서남로 1
광주 동구,324115,서석동,2019030819,0.002,0.5,0.041,0.023,57,26,광주 동구 서남로 1
광주 동구,324115,서석동,2019030820,0.003,0.5,0.027,0.035,53,24,광주 동구 서남로 1
광주 동구,324115,서석동,2019030821,0.002,0.6,0.02,0.04,54,26,광주 동구 서남로 1
광주 동구,324115,서석동,2019030822,0.002,0.6,0.017,0.038,51,25,광주 동구 서남로 1
광주 동구,324115,서석동,2019030823,0.002,0.6,0.016,0.037,48,24,광주 동구 서남로 1
광주 동구,324115,서석동,2019030824,0.002,0.6,0.019,0.032,46,25,광주 동구 서남로 1
광주 동구,324115,서석동,2019030901,0.002,0.7,0.019,0.029,38,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019030902,0.002,0.6,0.021,0.026,37,20,광주 동구 서남로 1
광주 동구,324115,서석동,2019030903,0.002,0.6,0.021,0.023,38,22,광주 동구 서남로 1
광주 동구,324115,서석동,2019030904,0.002,0.6,0.018,0.025,37,17,광주 동구 서남로 1
광주 동구,324115,서석동,2019030905,0.002,0.6,0.017,0.025,30,19,광주 동구 서남로 1
광주 동구,324115,서석동,2019030906,0.002,0.6,0.008,0.034,29,18,광주 동구 서남로 1
광주 동구,324115,서석동,2019030907,0.002,0.6,0.003,0.04,32,16,광주 동구 서남로 1
광주 동구,324115,서석동,2019030908,0.002,0.7,0.005,0.042,33,13,광주 동구 서남로 1
광주 동구,324115,서석동,2019030909,0.003,0.8,0.008,0.043,35,14,광주 동구 서남로 1
광주 동구,324115,서석동,2019030910,0.003,0.7,0.015,0.04,51,23,광주 동구 서남로 1
광주 동구,324115,서석동,2019030911,0.004,0.8,0.01,0.051,56,25,광주 동구 서남로 1
